pilot,esco_occ_code,isco_code,occupation_title,skill_uri,skill_label,relation_type,skill_type
B,3115.1.13,3115,motor vehicle engine tester,http://data.europa.eu/esco/skill/68162174-68c3-4601-840b-5e63c2dd7481,diagnose defective engines,essential,skill/competence
B,3115.1.13,3115,motor vehicle engine tester,http://data.europa.eu/esco/skill/68b6ef08-d823-489d-a95c-752ae6f6e6a7,read standard blueprints,essential,skill/competence
B,3115.1.13,3115,motor vehicle engine tester,http://data.europa.eu/esco/skill/74374d09-7a54-4a05-ae78-d5940423de7c,use testing equipment,essential,skill/competence
B,3115.1.13,3115,motor vehicle engine tester,http://data.europa.eu/esco/skill/b07daddc-8625-4360-946e-ad2b0e56ebf6,read engineering drawings,essential,skill/competence
B,3115.1.13,3115,motor vehicle engine tester,http://data.europa.eu/esco/skill/bbd57056-80e0-45bb-a2c1-658ed99a1251,conduct performance tests,essential,skill/competence
B,3115.1.13,3115,motor vehicle engine tester,http://data.europa.eu/esco/skill/cffc3e97-e942-4b13-a2f3-0bf4910c06d3,use technical documentation,essential,skill/competence
B,3115.1.13,3115,motor vehicle engine tester,http://data.europa.eu/esco/skill/ed938748-60ae-4964-a657-ff2685ecc0d0,evaluate engine performance,essential,skill/competence
B,3115.1.13,3115,motor vehicle engine tester,http://data.europa.eu/esco/skill/1177c6f5-09c5-4c35-873c-afd22d170ad3,quality assurance procedures,optional,knowledge
B,3115.1.13,3115,motor vehicle engine tester,http://data.europa.eu/esco/skill/209a5498-3449-4689-8ed9-bd08cab4fd78,engineering principles,optional,knowledge
B,3115.1.13,3115,motor vehicle engine tester,http://data.europa.eu/esco/skill/095fdace-1cc3-4e80-b37b-268fe297904a,prepare audit activities,optional,skill/competence
B,3115.1.13,3115,motor vehicle engine tester,http://data.europa.eu/esco/skill/2f58fc20-4528-410b-877f-3dec775f1b4e,lubricate engines,optional,skill/competence
B,3115.1.13,3115,motor vehicle engine tester,http://data.europa.eu/esco/skill/92f54ff7-f6d8-4702-8e0f-2d7d3254a7fd,re-assemble engines,optional,skill/competence
B,3115.1.13,3115,motor vehicle engine tester,http://data.europa.eu/esco/skill/9601b2a8-68e4-4906-9306-a23679b8f0b0,supervise staff,optional,skill/competence
B,3115.1.13,3115,motor vehicle engine tester,http://data.europa.eu/esco/skill/987a848a-01ec-4938-9f31-1af1c7bef651,maintain test equipment,optional,skill/competence
B,3115.1.13,3115,motor vehicle engine tester,http://data.europa.eu/esco/skill/b1fd9eda-3d2e-48ef-9c1d-0ba318e3c7e6,supervise work,optional,skill/competence
B,3115.1.13,3115,motor vehicle engine tester,http://data.europa.eu/esco/skill/c3d61bcf-e698-4d39-8db1-388284dbfc74,operate lifting equipment,optional,skill/competence
B,3115.1.13,3115,motor vehicle engine tester,http://data.europa.eu/esco/skill/c5bc42be-4970-4dce-80e2-af78bae42e84,manage maintenance operations,optional,skill/competence
B,3115.1.13,3115,motor vehicle engine tester,http://data.europa.eu/esco/skill/c5c51528-ccfc-4c53-b409-c200aaa44222,liaise with engineers,optional,skill/competence
B,3115.1.13,3115,motor vehicle engine tester,http://data.europa.eu/esco/skill/c7194910-5738-45e9-9932-22dbe2293a0c,send faulty equipment back to assembly line,optional,skill/competence
B,3115.1.13,3115,motor vehicle engine tester,http://data.europa.eu/esco/skill/db3c8181-31b4-4950-bf0b-de01f93c372b,disassemble engines,optional,skill/competence
B,3115.1.13,3115,motor vehicle engine tester,http://data.europa.eu/esco/skill/e9d1691f-9e80-4108-8bd4-a9cf3c486fea,position engine on test stand,optional,skill/competence
B,3115.1.13,3115,motor vehicle engine tester,http://data.europa.eu/esco/skill/f8cfab53-c7f7-465d-9eca-d2a28e4dc708,write records for repairs,optional,skill/competence
B,3115.1.13,3115,motor vehicle engine tester,http://data.europa.eu/esco/skill/f9d70f2a-c3f0-475d-ac55-dc2e2ba856e8,lead inspections,optional,skill/competence
B,3115.1.16,3115,production engineering technician,http://data.europa.eu/esco/skill/12c7b323-d870-4f5b-9d7d-d9f525206d77,production processes,essential,knowledge
B,3115.1.16,3115,production engineering technician,http://data.europa.eu/esco/skill/209a5498-3449-4689-8ed9-bd08cab4fd78,engineering principles,essential,knowledge
B,3115.1.16,3115,production engineering technician,http://data.europa.eu/esco/skill/72a74f69-5cf1-43c5-99b9-62a444578919,engineering processes,essential,knowledge
B,3115.1.16,3115,production engineering technician,http://data.europa.eu/esco/skill/82313e12-9d39-47d1-b7c9-78bbd6bb50e2,CAE software,essential,knowledge
B,3115.1.16,3115,production engineering technician,http://data.europa.eu/esco/skill/03b9b491-fc9b-4868-914a-bf7cd47b5041,create solutions to problems,essential,skill/competence
B,3115.1.16,3115,production engineering technician,http://data.europa.eu/esco/skill/1de6b87b-2c7d-49aa-bcc0-3b2ef75f064f,resolve equipment malfunctions,essential,skill/competence
B,3115.1.16,3115,production engineering technician,http://data.europa.eu/esco/skill/328733a7-6d84-420d-a65c-2a8014fadc60,record test data,essential,skill/competence
B,3115.1.16,3115,production engineering technician,http://data.europa.eu/esco/skill/334e3e49-fb02-4051-809a-f06adfdc1c40,troubleshoot,essential,skill/competence
B,3115.1.16,3115,production engineering technician,http://data.europa.eu/esco/skill/42b23922-1c40-4dbe-9e0c-7a568dfdf06b,adjust engineering designs,essential,skill/competence
B,3115.1.16,3115,production engineering technician,http://data.europa.eu/esco/skill/65a3a184-7d11-4db9-9b85-281961d1514b,conduct routine machinery checks,essential,skill/competence
B,3115.1.16,3115,production engineering technician,http://data.europa.eu/esco/skill/79aa4ec0-399d-432e-aae8-7a390ce89bcc,perform maintenance on installed equipment,essential,skill/competence
B,3115.1.16,3115,production engineering technician,http://data.europa.eu/esco/skill/81a2db2c-7e55-44d0-9cd9-74c25147d7cd,analyse test data,essential,skill/competence
B,3115.1.16,3115,production engineering technician,http://data.europa.eu/esco/skill/94b2c46e-6338-4a1d-950a-d44eef018c53,collaborate with engineers,essential,skill/competence
B,3115.1.16,3115,production engineering technician,http://data.europa.eu/esco/skill/acc74047-f59f-4935-afc0-45ec43b9b57a,define part requirements,essential,skill/competence
B,3115.1.16,3115,production engineering technician,http://data.europa.eu/esco/skill/b07daddc-8625-4360-946e-ad2b0e56ebf6,read engineering drawings,essential,skill/competence
B,3115.1.16,3115,production engineering technician,http://data.europa.eu/esco/skill/f1b5800e-b763-4740-9586-3fef30568e81,analyse production processes for improvement,essential,skill/competence
B,3115.1.16,3115,production engineering technician,http://data.europa.eu/esco/skill/4339176e-3acd-4f7f-a5d9-445bee3d23f2,mathematics,optional,knowledge
B,3115.1.16,3115,production engineering technician,http://data.europa.eu/esco/skill/a2b5dcf3-5b6a-453d-876c-cff540c0faf1,CAD software,optional,knowledge
B,3115.1.16,3115,production engineering technician,http://data.europa.eu/esco/skill/d1072655-88ce-4445-8803-e6273da273e7,blueprints,optional,knowledge
B,3115.1.16,3115,production engineering technician,http://data.europa.eu/esco/skill/efa141df-f382-418f-9121-bd88fd735669,mechanics,optional,knowledge
B,3115.1.16,3115,production engineering technician,http://data.europa.eu/esco/skill/020b3c27-bae1-4b85-9d6f-eccee0f5ed99,manage supplies,optional,skill/competence
B,3115.1.16,3115,production engineering technician,http://data.europa.eu/esco/skill/14832d87-2f2f-4895-b290-e4760ebae42a,solve technical problems,optional,skill/competence
B,3115.1.16,3115,production engineering technician,http://data.europa.eu/esco/skill/210827e3-3129-45a2-8683-70399f3f561f,order supplies,optional,skill/competence
B,3115.1.16,3115,production engineering technician,http://data.europa.eu/esco/skill/2fcd95a4-1f9a-41cf-95a9-4701bde476b4,operate welding equipment,optional,skill/competence
B,3115.1.16,3115,production engineering technician,http://data.europa.eu/esco/skill/3c6fe585-7d12-4315-b579-e30c042088ce,use computer-aided engineering systems,optional,skill/competence
B,3115.1.16,3115,production engineering technician,http://data.europa.eu/esco/skill/465ff64a-1271-4064-8ed1-e969cb68d8b4,perform test run,optional,skill/competence
B,3115.1.16,3115,production engineering technician,http://data.europa.eu/esco/skill/5c98825f-146d-4d35-97cf-207b2afd9ae2,create technical plans,optional,skill/competence
B,3115.1.16,3115,production engineering technician,http://data.europa.eu/esco/skill/5d34adde-0b78-42b4-9d3d-69e9388d8398,oversee quality control,optional,skill/competence
B,3115.1.16,3115,production engineering technician,http://data.europa.eu/esco/skill/68b6ef08-d823-489d-a95c-752ae6f6e6a7,read standard blueprints,optional,skill/competence
B,3115.1.16,3115,production engineering technician,http://data.europa.eu/esco/skill/6ab7c99f-a430-419c-a881-8ef945230e4d,verify product specifications,optional,skill/competence
B,3115.1.16,3115,production engineering technician,http://data.europa.eu/esco/skill/6c80c47c-3d08-4356-aa82-46f6ec82c898,advise on manufacturing problems,optional,skill/competence
B,3115.1.16,3115,production engineering technician,http://data.europa.eu/esco/skill/6ed2fb8d-3580-497f-8a21-30a0ada5caae,secure working area,optional,skill/competence
B,3115.1.16,3115,production engineering technician,http://data.europa.eu/esco/skill/74374d09-7a54-4a05-ae78-d5940423de7c,use testing equipment,optional,skill/competence
B,3115.1.16,3115,production engineering technician,http://data.europa.eu/esco/skill/7d0f33ea-e724-4d77-8b75-ee4fe66bb9ba,plan manufacturing processes,optional,skill/competence
B,3115.1.16,3115,production engineering technician,http://data.europa.eu/esco/skill/b34e2ba1-9080-48c9-9b42-ee9192a4d3f1,use CAD software,optional,skill/competence
B,3115.1.16,3115,production engineering technician,http://data.europa.eu/esco/skill/cfbde1b6-8e47-4b83-b430-3d5f7f38d69a,assess operating cost,optional,skill/competence
B,3115.1.16,3115,production engineering technician,http://data.europa.eu/esco/skill/e8db787b-d1a2-4000-b74a-e3db5436fef6,communicate production plan,optional,skill/competence
B,3115.1.16,3115,production engineering technician,http://data.europa.eu/esco/skill/f30a7ea4-77dd-452c-8a2d-b06c12606a7f,operate soldering equipment,optional,skill/competence
B,7231.4,7231,refurbishing technician,http://data.europa.eu/esco/skill/3a5275f4-67e5-4371-a31e-68291aa86691,vehicle electrical systems,essential,knowledge
B,7231.4,7231,refurbishing technician,http://data.europa.eu/esco/skill/3e40c7d0-0e36-4b33-bc33-0aa87eda0561,electrical engineering,essential,knowledge
B,7231.4,7231,refurbishing technician,http://data.europa.eu/esco/skill/d15e92c4-c8dc-48cd-a1f6-94fe13347f87,electrical wiring plans,essential,knowledge
B,7231.4,7231,refurbishing technician,http://data.europa.eu/esco/skill/debef2fc-7af4-4bff-ac92-4d0317915a84,electronic communication,essential,knowledge
B,7231.4,7231,refurbishing technician,http://data.europa.eu/esco/skill/36aa8d72-84b2-4abc-a30b-cdee19363cb3,measure parts of manufactured products,essential,skill/competence
B,7231.4,7231,refurbishing technician,http://data.europa.eu/esco/skill/5b394ba8-5d40-40d9-b771-5df6ea9ac436,perform technical tasks with great care,essential,skill/competence
B,7231.4,7231,refurbishing technician,http://data.europa.eu/esco/skill/be48353d-25c7-4f86-bea9-7b9e248fbc6e,interpret technical requirements,essential,skill/competence
B,7231.4,7231,refurbishing technician,http://data.europa.eu/esco/skill/cffc3e97-e942-4b13-a2f3-0bf4910c06d3,use technical documentation,essential,skill/competence
B,7231.4,7231,refurbishing technician,http://data.europa.eu/esco/skill/e53c1103-5d13-45f9-86d8-0b291a3eaa10,perform metal work,essential,skill/competence
B,7231.4,7231,refurbishing technician,http://data.europa.eu/esco/skill/44297bbb-306a-46fa-ab1b-fa3fb327ebda,mechanical tools,optional,knowledge
B,7231.4,7231,refurbishing technician,http://data.europa.eu/esco/skill/da40ce72-a158-4116-84d2-01d4924e0667,parts pricing,optional,knowledge
B,7231.4,7231,refurbishing technician,http://data.europa.eu/esco/skill/efa141df-f382-418f-9121-bd88fd735669,mechanics,optional,knowledge
B,7231.4,7231,refurbishing technician,http://data.europa.eu/esco/skill/f5fa2654-52cc-45d2-ac92-ac979dee5d12,engine components,optional,knowledge
B,7231.4,7231,refurbishing technician,http://data.europa.eu/esco/skill/0138fdc7-edbb-485c-9aa9-544f723eb62f,purchase vehicle parts,optional,skill/competence
B,7231.4,7231,refurbishing technician,http://data.europa.eu/esco/skill/2a82241a-216e-44d8-bb50-6b9a0ef82084,drive vehicles,optional,skill/competence
B,7231.4,7231,refurbishing technician,http://data.europa.eu/esco/skill/b75632ce-6175-42d6-b4c9-acb16473a2a4,gather information to substitute parts,optional,skill/competence
B,7231.4,7231,refurbishing technician,http://data.europa.eu/esco/skill/b7c8f418-08d5-45d6-b697-ab26c6ecbfb4,ensure client orientation,optional,skill/competence
B,7231.4,7231,refurbishing technician,http://data.europa.eu/esco/skill/e97733e8-5bf1-4c21-93c4-8bebbdabc394,perform manual work autonomously,optional,skill/competence
B,7231.9,7231,vehicle maintenance supervisor,http://data.europa.eu/esco/skill/1b1c2d44-c487-4121-a2ed-dcda651f4d59,car controls,essential,knowledge
B,7231.9,7231,vehicle maintenance supervisor,http://data.europa.eu/esco/skill/4394a7e8-ffec-4062-b679-a2570260a84f,types of vehicles,essential,knowledge
B,7231.9,7231,vehicle maintenance supervisor,http://data.europa.eu/esco/skill/a5b0cd5c-e13a-4ab3-8d93-4d242adcfb01,teamwork principles,essential,knowledge
B,7231.9,7231,vehicle maintenance supervisor,http://data.europa.eu/esco/skill/00e53a0a-c0ba-4c9f-a2ed-4706d5832a00,guarantee customer satisfaction,essential,skill/competence
B,7231.9,7231,vehicle maintenance supervisor,http://data.europa.eu/esco/skill/02e235f4-a30a-412a-a06e-1c471ad28678,follow procedures to control substances hazardous to health,essential,skill/competence
B,7231.9,7231,vehicle maintenance supervisor,http://data.europa.eu/esco/skill/1b43a162-4527-4e1a-a189-8c7311d94d66,identify vehicles service requirements,essential,skill/competence
B,7231.9,7231,vehicle maintenance supervisor,http://data.europa.eu/esco/skill/2a82241a-216e-44d8-bb50-6b9a0ef82084,drive vehicles,essential,skill/competence
B,7231.9,7231,vehicle maintenance supervisor,http://data.europa.eu/esco/skill/339ac029-066a-4985-9f9d-b3d7c8fea0bb,manage staff,essential,skill/competence
B,7231.9,7231,vehicle maintenance supervisor,http://data.europa.eu/esco/skill/648782e0-b5e5-4e59-bed0-627aa8ac29f0,maintain records of financial transactions,essential,skill/competence
B,7231.9,7231,vehicle maintenance supervisor,http://data.europa.eu/esco/skill/70aacc9d-30cc-4df1-a37f-a660b1331b25,ensure compliance with warranty contracts,essential,skill/competence
B,7231.9,7231,vehicle maintenance supervisor,http://data.europa.eu/esco/skill/74744dfc-c201-489b-a080-08539882ada2,order supplies for vehicle maintenance and repair,essential,skill/competence
B,7231.9,7231,vehicle maintenance supervisor,http://data.europa.eu/esco/skill/885564e4-9818-44ac-a77d-ddfe30b34ed7,managing a business with great care,essential,skill/competence
B,7231.9,7231,vehicle maintenance supervisor,http://data.europa.eu/esco/skill/9536a33b-5aa3-4083-ac5c-a8c93a44ac5d,plan employees work in vehicle maintenance,essential,skill/competence
B,7231.9,7231,vehicle maintenance supervisor,http://data.europa.eu/esco/skill/ae4ea3e1-3c1a-45b0-96a7-106988c053c0,provide customer information related to repairs,essential,skill/competence
B,7231.9,7231,vehicle maintenance supervisor,http://data.europa.eu/esco/skill/b21974e8-b43f-4ae1-a463-32a4a1be54c5,monitor vehicle maintenance activities,essential,skill/competence
B,7231.9,7231,vehicle maintenance supervisor,http://data.europa.eu/esco/skill/c57fbedb-6e0b-49cf-9ba2-cf431d61972e,manage claims process,essential,skill/competence
B,7231.9,7231,vehicle maintenance supervisor,http://data.europa.eu/esco/skill/dcc96a49-0bac-4a9c-8f8e-a32b4e47e6eb,apply health and safety standards,essential,skill/competence
B,7231.9,7231,vehicle maintenance supervisor,http://data.europa.eu/esco/skill/debb8d81-ed7f-447d-853a-5d107fda6fcf,provide customer follow-up services,essential,skill/competence
B,7231.9,7231,vehicle maintenance supervisor,http://data.europa.eu/esco/skill/f5798f9c-42a3-4a54-b4c2-ec33a2ddd863,monitor vehicle repairs,essential,skill/competence
B,7231.9,7231,vehicle maintenance supervisor,http://data.europa.eu/esco/skill/8d4271ca-c9fd-40b3-875f-15f78332a49e,quality standards,optional,knowledge
B,7231.9,7231,vehicle maintenance supervisor,http://data.europa.eu/esco/skill/d15e92c4-c8dc-48cd-a1f6-94fe13347f87,electrical wiring plans,optional,knowledge
B,7231.9,7231,vehicle maintenance supervisor,http://data.europa.eu/esco/skill/efa141df-f382-418f-9121-bd88fd735669,mechanics,optional,knowledge
B,7231.9,7231,vehicle maintenance supervisor,http://data.europa.eu/esco/skill/0cb013af-6dd9-4fb2-b34e-63dda1a5cf82,operate cash register,optional,skill/competence
B,7231.9,7231,vehicle maintenance supervisor,http://data.europa.eu/esco/skill/183eb46f-24f6-4e15-8017-93f10039c0a6,maintain vehicle records,optional,skill/competence
B,7231.9,7231,vehicle maintenance supervisor,http://data.europa.eu/esco/skill/21c5790c-0930-4d74-b3b0-84caf5af12ea,manage budgets,optional,skill/competence
B,7231.9,7231,vehicle maintenance supervisor,http://data.europa.eu/esco/skill/5598739b-6718-4cff-8402-91d7f65b1505,maintain work area cleanliness,optional,skill/competence
B,7231.9,7231,vehicle maintenance supervisor,http://data.europa.eu/esco/skill/e186976a-64f0-4052-a25b-297d19e1d0ec,think proactively,optional,skill/competence
B,7231.9,7231,vehicle maintenance supervisor,http://data.europa.eu/esco/skill/e54ff029-1ce9-447d-a5b2-eb7283a23e6e,train employees,optional,skill/competence
B,7231.9,7231,vehicle maintenance supervisor,http://data.europa.eu/esco/skill/f60416d5-2d98-4401-ba0d-b92b53e01d86,keep stock records,optional,skill/competence
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/187f82c7-b165-4e6b-b327-704e38e85cdd,automotive diagnostic equipment,essential,knowledge
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/1b1c2d44-c487-4121-a2ed-dcda651f4d59,car controls,essential,knowledge
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/2bdc2f65-b42f-4963-abff-d7214ca4caae,emission standards,essential,knowledge
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/3a5275f4-67e5-4371-a31e-68291aa86691,vehicle electrical systems,essential,knowledge
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/4394a7e8-ffec-4062-b679-a2570260a84f,types of vehicles,essential,knowledge
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/48c82c54-fc6d-48f3-91f5-c9adc2a70f4b,mechanical requirements for vehicles in urban areas,essential,knowledge
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/54804209-6aac-4ca4-bf3c-aef4fbe18f8c,principles of mechanical engineering,essential,knowledge
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/575f79e8-8500-4ddf-91ec-5e6de73d35a3,mechanical components of vehicles,essential,knowledge
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/74ad37e3-325b-4ccd-ab2a-04f7696750e8,health and safety measures in transportation,essential,knowledge
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/90d04cf8-dcc1-45cf-93e1-a2eba80aed6f,hybrid vehicle architecture,essential,knowledge
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/a5b0cd5c-e13a-4ab3-8d93-4d242adcfb01,teamwork principles,essential,knowledge
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/b112ead8-6245-49bb-879f-07b1388a1c9b,components of air conditioning systems,essential,knowledge
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/efa141df-f382-418f-9121-bd88fd735669,mechanics,essential,knowledge
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/02e235f4-a30a-412a-a06e-1c471ad28678,follow procedures to control substances hazardous to health,essential,skill/competence
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/183eb46f-24f6-4e15-8017-93f10039c0a6,maintain vehicle records,essential,skill/competence
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/215762df-b2b4-40fa-a5e6-3004001cb315,position vehicles for maintenance and repair,essential,skill/competence
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/3c4cfade-58c1-4f6d-9a0e-dabf78b0e9e0,repair vehicle electrical systems,essential,skill/competence
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/52743af8-ab5d-4ce3-b877-13d349394456,diagnose problems with vehicles,essential,skill/competence
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/5598739b-6718-4cff-8402-91d7f65b1505,maintain work area cleanliness,essential,skill/competence
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/5b264a14-d4db-4352-9278-fbb63c5ebed4,use automotive diagnostic equipment,essential,skill/competence
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/5b394ba8-5d40-40d9-b771-5df6ea9ac436,perform technical tasks with great care,essential,skill/competence
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/5ca9f3d6-d7dd-4bb1-a4ca-75c6b14b7b6f,adapt to new technology used in cars,essential,skill/competence
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/6122d586-5978-431f-8e7a-96e61fc1f3fc,wear appropriate protective gear,essential,skill/competence
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/65155435-1c5b-41ee-8812-e0b9b03ae480,carry out repair of vehicles,essential,skill/competence
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/68698869-c13c-4563-adc7-118b7644f45d,identify customer's needs,essential,skill/competence
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/923dc3f7-5e76-4159-a736-402be592fbfe,perform road testing of vehicles,essential,skill/competence
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/a38e54a1-0922-4e8f-92a6-4f028d7d569f,maintain updated professional knowledge,essential,skill/competence
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/ae4ea3e1-3c1a-45b0-96a7-106988c053c0,provide customer information related to repairs,essential,skill/competence
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/b1084057-66a7-4ab6-8162-41c4e74d00cb,carry out repairs and maintenance of vehicle bodies,essential,skill/competence
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/b1338cfb-930c-4bcb-b77a-1034d76ddb0e,use traditional toolbox tools,essential,skill/competence
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/cbaa2139-7789-4e7f-a58b-4946d455d390,perform vehicle tests,essential,skill/competence
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/dcc96a49-0bac-4a9c-8f8e-a32b4e47e6eb,apply health and safety standards,essential,skill/competence
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/e3211ab2-18b5-49b4-90de-d395f3be2378,execute working instructions,essential,skill/competence
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/e97733e8-5bf1-4c21-93c4-8bebbdabc394,perform manual work autonomously,essential,skill/competence
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/204cd81a-b1f0-467c-8c5c-17e723eb62fd,operation of different engines,optional,knowledge
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/8a5d67b6-4abf-4fae-bedf-78c8882d7d47,types of vehicle engines,optional,knowledge
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/d15e92c4-c8dc-48cd-a1f6-94fe13347f87,electrical wiring plans,optional,knowledge
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/f5fa2654-52cc-45d2-ac92-ac979dee5d12,engine components,optional,knowledge
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/1b5801fa-1153-40a5-aa45-861c28a7f662,fix minor vehicle scratches,optional,skill/competence
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/1bc7c69b-4292-4592-b854-f48165a06082,repair engines,optional,skill/competence
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/202d0d2b-f6b9-48fe-b70e-cff49fa1d087,replace tyres,optional,skill/competence
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/210827e3-3129-45a2-8683-70399f3f561f,order supplies,optional,skill/competence
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/2876970d-90af-45bd-9cfd-c0af757947ea,maintain electrical engines,optional,skill/competence
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/2a82241a-216e-44d8-bb50-6b9a0ef82084,drive vehicles,optional,skill/competence
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/2f58fc20-4528-410b-877f-3dec775f1b4e,lubricate engines,optional,skill/competence
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/534e2ade-f9dd-470c-a56f-97d2cc896468,maintain braking system,optional,skill/competence
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/5924a1a6-507a-43bf-8609-23840e59dfd7,maintain vehicle appearance,optional,skill/competence
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/70aacc9d-30cc-4df1-a37f-a660b1331b25,ensure compliance with warranty contracts,optional,skill/competence
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/744442ac-c157-4350-8be0-ce454df4f5c5,perform ICT troubleshooting,optional,skill/competence
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/7837ef5c-2c81-4a89-8227-b4d4f1f7331e,maintain professional records,optional,skill/competence
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/7d4d1dae-bcba-47e8-9409-ea52b02ce246,detect malfunctions in engines,optional,skill/competence
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/90b98d58-96ca-4d75-9045-18eb97886b5b,maintain motor vehicle steering system,optional,skill/competence
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/9142eba6-0abe-4d6f-9b8b-5a88f4ff6a8d,perform minor vehicle repairs,optional,skill/competence
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/a6aa15be-1d6b-4361-9eaf-bb6be5eb6f10,perform annual legal safety checks,optional,skill/competence
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/ab2bb44a-3956-4028-8715-8b70b1960b99,lift heavy weights,optional,skill/competence
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/ac6e266a-5362-4690-8937-b71a2d9311d1,carry out repair of motorcycles,optional,skill/competence
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/b7c8f418-08d5-45d6-b697-ab26c6ecbfb4,ensure client orientation,optional,skill/competence
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/ba11879a-723d-4209-8ffa-008eaab9771f,maintain suspension system,optional,skill/competence
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/c753a3b5-d5cc-406d-adfe-3372bb267f4b,maintain customer records,optional,skill/competence
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/ca64b48c-51ea-4c19-8074-b9cf819cfdd0,adjust tightness of engine parts,optional,skill/competence
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/d15ce60f-ddab-41ce-ba56-398451b77b60,have computer literacy,optional,skill/competence
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/db3c8181-31b4-4950-bf0b-de01f93c372b,disassemble engines,optional,skill/competence
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/debb8d81-ed7f-447d-853a-5d107fda6fcf,provide customer follow-up services,optional,skill/competence
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/e3e42d54-78bd-4337-aa87-bb31a7670c9a,issue sales invoices,optional,skill/competence
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/f60416d5-2d98-4401-ba0d-b92b53e01d86,keep stock records,optional,skill/competence
B,7231.10,7231,vehicle technician,http://data.europa.eu/esco/skill/f8d2571d-1918-45ab-8e10-0c3830c1e77e,organise vehicle breakdown support,optional,skill/competence
