pilot|technology|esco_occ_code|isco_code|occupation_title|tech_label|best_esco_label|best_esco_uri|similarity|matched_as|state|strategy
K|DPP Model|2144.1.5|2144|engine designer|Process optimization|||0.0||absent_internal|reskilling
K|DPP Model|2144.1.11|2144|mechatronics engineer|Process optimization|||0.0||absent_internal|reskilling
K|DPP Model|2144.1.22|2144|tooling engineer|Process optimization|manufacturing processes|http://data.europa.eu/esco/skill/3786b61f-f22e-48d1-af8d-ad4c354534db|0.5756|essential|adjacent|upskilling
K|DPP Model|2144.1.23|2144|welding engineer|Process optimization|manufacturing processes|http://data.europa.eu/esco/skill/3786b61f-f22e-48d1-af8d-ad4c354534db|0.5756|essential|adjacent|upskilling
K|DPP Model|2141.3|2141|homologation engineer|Process optimization|||0.0||absent_internal|reskilling
K|DPP Model|2141.4|2141|industrial engineer|Process optimization|optimise production processes parameters|http://data.europa.eu/esco/skill/0f0698e7-04e4-4bf7-9af2-e3191147525a|0.5885|essential|adjacent|upskilling
K|DPP Model|2141.10|2141|process engineer|Process optimization|manufacturing processes|http://data.europa.eu/esco/skill/3786b61f-f22e-48d1-af8d-ad4c354534db|0.5756|essential|adjacent|upskilling
K|DPP Model|2152.1|2152|Electronics Engineers|Process optimization|manufacturing processes|http://data.europa.eu/esco/skill/3786b61f-f22e-48d1-af8d-ad4c354534db|0.5756|optional|adjacent|upskilling
K|DPP Model|3119.2|3119|automation engineering technician|Process optimization|||0.0||absent_internal|reskilling
K|DPP Model|3119.8|3119|industrial engineering technician|Process optimization|||0.0||absent_internal|reskilling
K|DPP Model|3119.14|3119|process engineering technician|Process optimization|manufacturing processes|http://data.europa.eu/esco/skill/3786b61f-f22e-48d1-af8d-ad4c354534db|0.5756|essential|adjacent|upskilling
K|DPP Model|3119.15|3119|product development engineering technician|Process optimization|manufacturing processes|http://data.europa.eu/esco/skill/3786b61f-f22e-48d1-af8d-ad4c354534db|0.5756|optional|adjacent|upskilling
K|DPP Model|3119.16|3119|quality engineering technician|Process optimization|||0.0||absent_internal|reskilling
K|DPP Model|3122.3.5|3122|motor vehicle assembly supervisor|Process optimization|||0.0||absent_internal|reskilling
K|DPP Model|3122.4.5|3122|electronics production supervisor|Process optimization|||0.0||absent_internal|reskilling
K|DPP Model|3122.4.8|3122|machine operator supervisor|Process optimization|||0.0||absent_internal|reskilling
K|DPP Model|3122.4.14|3122|precision mechanics supervisor|Process optimization|||0.0||absent_internal|reskilling
K|DPP Model|9333.3|9333|Materials Handlers|Process optimization|||0.0||absent_internal|reskilling
K|DPP Model|9333.8|9333|warehouse worker|Process optimization|||0.0||absent_internal|reskilling
K|DPP Model|7223.4|7223|computer numerical control machine operator|Process optimization|manufacturing processes|http://data.europa.eu/esco/skill/3786b61f-f22e-48d1-af8d-ad4c354534db|0.5756|essential|adjacent|upskilling
K|DPP Model|7223.5|7223|drilling machine operator|Process optimization|||0.0||absent_internal|reskilling
K|DPP Model|7223.6|7223|drill press operator|Process optimization|||0.0||absent_internal|reskilling
K|DPP Model|7223.7|7223|fitter and turner|Process optimization|||0.0||absent_internal|reskilling
K|DPP Model|7223.9|7223|heat treatment furnace operator|Process optimization|||0.0||absent_internal|reskilling
K|DPP Model|7223.19|7223|screw machine operator|Process optimization|||0.0||absent_internal|reskilling
K|DPP Model|8189.2|8189|slitter operator|Process optimization|||0.0||absent_internal|reskilling
K|DPP Model|7212.1|7212|brazier|Process optimization|||0.0||absent_internal|reskilling
K|DPP Model|7212.2|7212|solderer|Process optimization|||0.0||absent_internal|reskilling
K|DPP Model|7212.3|7212|welder|Process optimization|||0.0||absent_internal|reskilling
K|DPP Model|7212.4|7212|welding coordinator|Process optimization|||0.0||absent_internal|reskilling
K|DPP Model|7224.1|7224|Metal Polishers|Process optimization|||0.0||absent_internal|reskilling
K|DPP Model|7224.2|7224|tool grinder|Process optimization|||0.0||absent_internal|reskilling
K|DPP Model|7421.8|7421|vehicle electronics installer|Process optimization|||0.0||absent_internal|reskilling
K|DPP Model|8212.3.5|8212|printed circuit board assembler|Process optimization|||0.0||absent_internal|reskilling
K|DPP Model|8212.3.6|8212|semiconductor processor|Process optimization|||0.0||absent_internal|reskilling
K|DPP Model|4322.1|4322|machinery assembly coordinator|Process optimization|plan manufacturing processes|http://data.europa.eu/esco/skill/7d0f33ea-e724-4d77-8b75-ee4fe66bb9ba|0.5722|essential|adjacent|upskilling
K|DPP Model|1324.8|1324|Supply Chain Managers|simulation usage|||0.0||absent_external|new hire
K|DPP Model|1324.3|1324|logistics and distribution manager|simulation usage|||0.0||absent_external|new hire
K|DPP Model|1321.2.1|1321|industrial production manager|simulation usage|||0.0||absent_external|new hire
K|DPP Model|1321.2.2|1321|industrial quality manager|simulation usage|||0.0||absent_external|new hire
K|DPP Model|1321.2.3|1321|operations manager|simulation usage|||0.0||absent_external|new hire
K|DPP Model|2521.1|2521|database administrator|simulation usage|||0.0||absent_external|new hire
K|DPP Model|2521.2|2521|database designer|simulation usage|||0.0||absent_external|new hire
K|DPP Model|2521.3|2521|database developer|simulation usage|||0.0||absent_external|new hire
K|DPP Model|2521.4|2521|database integrator|simulation usage|||0.0||absent_external|new hire
K|DPP Model|2521.5|2521|data warehouse designer|simulation usage|||0.0||absent_external|new hire
K|DPP Model|2144.1.3|2144|automotive engineer|simulation usage|||0.0||absent_external|new hire
K|DPP Model|2144.1.5|2144|engine designer|simulation usage|||0.0||absent_external|new hire
K|DPP Model|2144.1.11|2144|mechatronics engineer|simulation usage|||0.0||absent_external|new hire
K|DPP Model|2144.1.22|2144|tooling engineer|simulation usage|||0.0||absent_external|new hire
K|DPP Model|2144.1.23|2144|welding engineer|simulation usage|||0.0||absent_external|new hire
K|DPP Model|2141.3|2141|homologation engineer|simulation usage|||0.0||absent_external|new hire
K|DPP Model|2141.4|2141|industrial engineer|simulation usage|||0.0||absent_external|new hire
K|DPP Model|2141.10|2141|process engineer|simulation usage|||0.0||absent_external|new hire
K|DPP Model|2152.1|2152|Electronics Engineers|simulation usage|||0.0||absent_external|new hire
K|DPP Model|3119.2|3119|automation engineering technician|simulation usage|||0.0||absent_external|new hire
K|DPP Model|3119.8|3119|industrial engineering technician|simulation usage|||0.0||absent_external|new hire
K|DPP Model|3119.14|3119|process engineering technician|simulation usage|||0.0||absent_external|new hire
K|DPP Model|3119.15|3119|product development engineering technician|simulation usage|||0.0||absent_external|new hire
K|DPP Model|3119.16|3119|quality engineering technician|simulation usage|||0.0||absent_external|new hire
K|DPP Model|3122.3.5|3122|motor vehicle assembly supervisor|simulation usage|||0.0||absent_external|new hire
K|DPP Model|3122.4.5|3122|electronics production supervisor|simulation usage|||0.0||absent_external|new hire
K|DPP Model|3122.4.8|3122|machine operator supervisor|simulation usage|||0.0||absent_external|new hire
K|DPP Model|3122.4.14|3122|precision mechanics supervisor|simulation usage|||0.0||absent_external|new hire
K|DPP Model|9333.3|9333|Materials Handlers|simulation usage|||0.0||absent_external|new hire
K|DPP Model|9333.8|9333|warehouse worker|simulation usage|||0.0||absent_external|new hire
K|DPP Model|7223.4|7223|computer numerical control machine operator|simulation usage|||0.0||absent_external|new hire
K|DPP Model|7223.5|7223|drilling machine operator|simulation usage|||0.0||absent_external|new hire
K|DPP Model|7223.6|7223|drill press operator|simulation usage|||0.0||absent_external|new hire
K|DPP Model|7223.7|7223|fitter and turner|simulation usage|||0.0||absent_external|new hire
K|DPP Model|7223.9|7223|heat treatment furnace operator|simulation usage|||0.0||absent_external|new hire
K|DPP Model|7223.19|7223|screw machine operator|simulation usage|||0.0||absent_external|new hire
K|DPP Model|8189.2|8189|slitter operator|simulation usage|||0.0||absent_external|new hire
K|DPP Model|7212.1|7212|brazier|simulation usage|||0.0||absent_external|new hire
K|DPP Model|7212.2|7212|solderer|simulation usage|||0.0||absent_external|new hire
K|DPP Model|7212.3|7212|welder|simulation usage|||0.0||absent_external|new hire
K|DPP Model|7212.4|7212|welding coordinator|simulation usage|||0.0||absent_external|new hire
K|DPP Model|7224.1|7224|Metal Polishers|simulation usage|||0.0||absent_external|new hire
K|DPP Model|7224.2|7224|tool grinder|simulation usage|||0.0||absent_external|new hire
K|DPP Model|7421.8|7421|vehicle electronics installer|simulation usage|||0.0||absent_external|new hire
K|DPP Model|8212.3.5|8212|printed circuit board assembler|simulation usage|||0.0||absent_external|new hire
K|DPP Model|8212.3.6|8212|semiconductor processor|simulation usage|||0.0||absent_external|new hire
K|DPP Model|4322.1|4322|machinery assembly coordinator|simulation usage|||0.0||absent_external|new hire
K|DPP Model|1324.8|1324|Supply Chain Managers|Problem-solving|||0.0||absent_internal|reskilling
K|DPP Model|1324.3|1324|logistics and distribution manager|Problem-solving|||0.0||absent_internal|reskilling
K|DPP Model|1321.2.1|1321|industrial production manager|Problem-solving|||0.0||absent_internal|reskilling
K|DPP Model|1321.2.2|1321|industrial quality manager|Problem-solving|create solutions to problems|http://data.europa.eu/esco/skill/03b9b491-fc9b-4868-914a-bf7cd47b5041|0.5626|essential|adjacent|upskilling
K|DPP Model|1321.2.3|1321|operations manager|Problem-solving|create solutions to problems|http://data.europa.eu/esco/skill/03b9b491-fc9b-4868-914a-bf7cd47b5041|0.5626|optional|adjacent|upskilling
K|DPP Model|2521.1|2521|database administrator|Problem-solving|||0.0||absent_internal|reskilling
K|DPP Model|2521.2|2521|database designer|Problem-solving|||0.0||absent_internal|reskilling
K|DPP Model|2521.3|2521|database developer|Problem-solving|create solutions to problems|http://data.europa.eu/esco/skill/03b9b491-fc9b-4868-914a-bf7cd47b5041|0.5626|optional|adjacent|upskilling
K|DPP Model|2521.4|2521|database integrator|Problem-solving|create solutions to problems|http://data.europa.eu/esco/skill/03b9b491-fc9b-4868-914a-bf7cd47b5041|0.5626|optional|adjacent|upskilling
K|DPP Model|2521.5|2521|data warehouse designer|Problem-solving|||0.0||absent_internal|reskilling
K|DPP Model|2144.1.3|2144|automotive engineer|Problem-solving|||0.0||absent_internal|reskilling
K|DPP Model|2144.1.5|2144|engine designer|Problem-solving|||0.0||absent_internal|reskilling
K|DPP Model|2144.1.11|2144|mechatronics engineer|Problem-solving|||0.0||absent_internal|reskilling
K|DPP Model|2144.1.22|2144|tooling engineer|Problem-solving|||0.0||absent_internal|reskilling
K|DPP Model|2144.1.23|2144|welding engineer|Problem-solving|||0.0||absent_internal|reskilling
K|DPP Model|2141.3|2141|homologation engineer|Problem-solving|||0.0||absent_internal|reskilling
K|DPP Model|2141.4|2141|industrial engineer|Problem-solving|||0.0||absent_internal|reskilling
K|DPP Model|2141.10|2141|process engineer|Problem-solving|||0.0||absent_internal|reskilling
K|DPP Model|2152.1|2152|Electronics Engineers|Problem-solving|||0.0||absent_internal|reskilling
K|DPP Model|3119.2|3119|automation engineering technician|Problem-solving|||0.0||absent_internal|reskilling
K|DPP Model|3119.8|3119|industrial engineering technician|Problem-solving|create solutions to problems|http://data.europa.eu/esco/skill/03b9b491-fc9b-4868-914a-bf7cd47b5041|0.5626|essential|adjacent|upskilling
K|DPP Model|3119.14|3119|process engineering technician|Problem-solving|create solutions to problems|http://data.europa.eu/esco/skill/03b9b491-fc9b-4868-914a-bf7cd47b5041|0.5626|essential|adjacent|upskilling
K|DPP Model|3119.15|3119|product development engineering technician|Problem-solving|create solutions to problems|http://data.europa.eu/esco/skill/03b9b491-fc9b-4868-914a-bf7cd47b5041|0.5626|essential|adjacent|upskilling
K|DPP Model|3119.16|3119|quality engineering technician|Problem-solving|create solutions to problems|http://data.europa.eu/esco/skill/03b9b491-fc9b-4868-914a-bf7cd47b5041|0.5626|optional|adjacent|upskilling
K|DPP Model|3122.3.5|3122|motor vehicle assembly supervisor|Problem-solving|create solutions to problems|http://data.europa.eu/esco/skill/03b9b491-fc9b-4868-914a-bf7cd47b5041|0.5626|essential|adjacent|upskilling
K|DPP Model|3122.4.5|3122|electronics production supervisor|Problem-solving|||0.0||absent_internal|reskilling
K|DPP Model|3122.4.8|3122|machine operator supervisor|Problem-solving|create solutions to problems|http://data.europa.eu/esco/skill/03b9b491-fc9b-4868-914a-bf7cd47b5041|0.5626|essential|adjacent|upskilling
K|DPP Model|3122.4.14|3122|precision mechanics supervisor|Problem-solving|create solutions to problems|http://data.europa.eu/esco/skill/03b9b491-fc9b-4868-914a-bf7cd47b5041|0.5626|essential|adjacent|upskilling
K|DPP Model|9333.3|9333|Materials Handlers|Problem-solving|||0.0||absent_internal|reskilling
K|DPP Model|9333.8|9333|warehouse worker|Problem-solving|||0.0||absent_internal|reskilling
K|DPP Model|7223.4|7223|computer numerical control machine operator|Problem-solving|||0.0||absent_internal|reskilling
K|DPP Model|7223.5|7223|drilling machine operator|Problem-solving|||0.0||absent_internal|reskilling
K|DPP Model|7223.6|7223|drill press operator|Problem-solving|||0.0||absent_internal|reskilling
K|DPP Model|7223.7|7223|fitter and turner|Problem-solving|solve technical problems|http://data.europa.eu/esco/skill/14832d87-2f2f-4895-b290-e4760ebae42a|0.6103|optional|adjacent|upskilling
K|DPP Model|7223.9|7223|heat treatment furnace operator|Problem-solving|||0.0||absent_internal|reskilling
K|DPP Model|7223.19|7223|screw machine operator|Problem-solving|||0.0||absent_internal|reskilling
K|DPP Model|8189.2|8189|slitter operator|Problem-solving|||0.0||absent_internal|reskilling
K|DPP Model|7212.1|7212|brazier|Problem-solving|||0.0||absent_internal|reskilling
K|DPP Model|7212.2|7212|solderer|Problem-solving|||0.0||absent_internal|reskilling
K|DPP Model|7212.3|7212|welder|Problem-solving|||0.0||absent_internal|reskilling
K|DPP Model|7212.4|7212|welding coordinator|Problem-solving|||0.0||absent_internal|reskilling
K|DPP Model|7224.1|7224|Metal Polishers|Problem-solving|||0.0||absent_internal|reskilling
K|DPP Model|7224.2|7224|tool grinder|Problem-solving|||0.0||absent_internal|reskilling
K|DPP Model|7421.8|7421|vehicle electronics installer|Problem-solving|||0.0||absent_internal|reskilling
K|DPP Model|8212.3.5|8212|printed circuit board assembler|Problem-solving|||0.0||absent_internal|reskilling
K|DPP Model|8212.3.6|8212|semiconductor processor|Problem-solving|||0.0||absent_internal|reskilling
K|DPP Model|4322.1|4322|machinery assembly coordinator|Problem-solving|create solutions to problems|http://data.europa.eu/esco/skill/03b9b491-fc9b-4868-914a-bf7cd47b5041|0.5626|essential|adjacent|upskilling
K|DPP Model|1324.8|1324|Supply Chain Managers|Organizing and maintaining the specific data subsets, DPP data workflows|||0.0||absent_external|new hire
K|DPP Model|1324.3|1324|logistics and distribution manager|Organizing and maintaining the specific data subsets, DPP data workflows|||0.0||absent_external|new hire
K|DPP Model|1321.2.1|1321|industrial production manager|Organizing and maintaining the specific data subsets, DPP data workflows|||0.0||absent_external|new hire
K|DPP Model|1321.2.2|1321|industrial quality manager|Organizing and maintaining the specific data subsets, DPP data workflows|||0.0||absent_external|new hire
K|DPP Model|1321.2.3|1321|operations manager|Organizing and maintaining the specific data subsets, DPP data workflows|||0.0||absent_external|new hire
K|DPP Model|2521.1|2521|database administrator|Organizing and maintaining the specific data subsets, DPP data workflows|||0.0||absent_external|new hire
K|DPP Model|2521.2|2521|database designer|Organizing and maintaining the specific data subsets, DPP data workflows|||0.0||absent_external|new hire
K|DPP Model|2521.3|2521|database developer|Organizing and maintaining the specific data subsets, DPP data workflows|||0.0||absent_external|new hire
K|DPP Model|2521.4|2521|database integrator|Organizing and maintaining the specific data subsets, DPP data workflows|||0.0||absent_external|new hire
K|DPP Model|2521.5|2521|data warehouse designer|Organizing and maintaining the specific data subsets, DPP data workflows|||0.0||absent_external|new hire
K|DPP Model|2144.1.3|2144|automotive engineer|Organizing and maintaining the specific data subsets, DPP data workflows|||0.0||absent_external|new hire
K|DPP Model|2144.1.5|2144|engine designer|Organizing and maintaining the specific data subsets, DPP data workflows|||0.0||absent_external|new hire
K|DPP Model|2144.1.11|2144|mechatronics engineer|Organizing and maintaining the specific data subsets, DPP data workflows|||0.0||absent_external|new hire
K|DPP Model|2144.1.22|2144|tooling engineer|Organizing and maintaining the specific data subsets, DPP data workflows|||0.0||absent_external|new hire
K|DPP Model|2144.1.23|2144|welding engineer|Organizing and maintaining the specific data subsets, DPP data workflows|||0.0||absent_external|new hire
K|DPP Model|2141.3|2141|homologation engineer|Organizing and maintaining the specific data subsets, DPP data workflows|||0.0||absent_external|new hire
K|DPP Model|2141.4|2141|industrial engineer|Organizing and maintaining the specific data subsets, DPP data workflows|||0.0||absent_external|new hire
K|DPP Model|2141.10|2141|process engineer|Organizing and maintaining the specific data subsets, DPP data workflows|||0.0||absent_external|new hire
K|DPP Model|2152.1|2152|Electronics Engineers|Organizing and maintaining the specific data subsets, DPP data workflows|||0.0||absent_external|new hire
K|DPP Model|3119.2|3119|automation engineering technician|Organizing and maintaining the specific data subsets, DPP data workflows|||0.0||absent_external|new hire
K|DPP Model|3119.8|3119|industrial engineering technician|Organizing and maintaining the specific data subsets, DPP data workflows|||0.0||absent_external|new hire
K|DPP Model|3119.14|3119|process engineering technician|Organizing and maintaining the specific data subsets, DPP data workflows|||0.0||absent_external|new hire
K|DPP Model|3119.15|3119|product development engineering technician|Organizing and maintaining the specific data subsets, DPP data workflows|||0.0||absent_external|new hire
K|DPP Model|3119.16|3119|quality engineering technician|Organizing and maintaining the specific data subsets, DPP data workflows|||0.0||absent_external|new hire
K|DPP Model|3122.3.5|3122|motor vehicle assembly supervisor|Organizing and maintaining the specific data subsets, DPP data workflows|||0.0||absent_external|new hire
K|DPP Model|3122.4.5|3122|electronics production supervisor|Organizing and maintaining the specific data subsets, DPP data workflows|||0.0||absent_external|new hire
K|DPP Model|3122.4.8|3122|machine operator supervisor|Organizing and maintaining the specific data subsets, DPP data workflows|||0.0||absent_external|new hire
K|DPP Model|3122.4.14|3122|precision mechanics supervisor|Organizing and maintaining the specific data subsets, DPP data workflows|||0.0||absent_external|new hire
K|DPP Model|9333.3|9333|Materials Handlers|Organizing and maintaining the specific data subsets, DPP data workflows|||0.0||absent_external|new hire
K|DPP Model|9333.8|9333|warehouse worker|Organizing and maintaining the specific data subsets, DPP data workflows|||0.0||absent_external|new hire
K|DPP Model|7223.4|7223|computer numerical control machine operator|Organizing and maintaining the specific data subsets, DPP data workflows|||0.0||absent_external|new hire
K|DPP Model|7223.5|7223|drilling machine operator|Organizing and maintaining the specific data subsets, DPP data workflows|||0.0||absent_external|new hire
K|DPP Model|7223.6|7223|drill press operator|Organizing and maintaining the specific data subsets, DPP data workflows|||0.0||absent_external|new hire
K|DPP Model|7223.7|7223|fitter and turner|Organizing and maintaining the specific data subsets, DPP data workflows|||0.0||absent_external|new hire
K|DPP Model|7223.9|7223|heat treatment furnace operator|Organizing and maintaining the specific data subsets, DPP data workflows|||0.0||absent_external|new hire
K|DPP Model|7223.19|7223|screw machine operator|Organizing and maintaining the specific data subsets, DPP data workflows|||0.0||absent_external|new hire
K|DPP Model|8189.2|8189|slitter operator|Organizing and maintaining the specific data subsets, DPP data workflows|||0.0||absent_external|new hire
K|DPP Model|7212.1|7212|brazier|Organizing and maintaining the specific data subsets, DPP data workflows|||0.0||absent_external|new hire
K|DPP Model|7212.2|7212|solderer|Organizing and maintaining the specific data subsets, DPP data workflows|||0.0||absent_external|new hire
K|DPP Model|7212.3|7212|welder|Organizing and maintaining the specific data subsets, DPP data workflows|||0.0||absent_external|new hire
K|DPP Model|7212.4|7212|welding coordinator|Organizing and maintaining the specific data subsets, DPP data workflows|||0.0||absent_external|new hire
K|DPP Model|7224.1|7224|Metal Polishers|Organizing and maintaining the specific data subsets, DPP data workflows|||0.0||absent_external|new hire
K|DPP Model|7224.2|7224|tool grinder|Organizing and maintaining the specific data subsets, DPP data workflows|||0.0||absent_external|new hire
K|DPP Model|7421.8|7421|vehicle electronics installer|Organizing and maintaining the specific data subsets, DPP data workflows|||0.0||absent_external|new hire
K|DPP Model|8212.3.5|8212|printed circuit board assembler|Organizing and maintaining the specific data subsets, DPP data workflows|||0.0||absent_external|new hire
K|DPP Model|8212.3.6|8212|semiconductor processor|Organizing and maintaining the specific data subsets, DPP data workflows|||0.0||absent_external|new hire
K|DPP Model|4322.1|4322|machinery assembly coordinator|Organizing and maintaining the specific data subsets, DPP data workflows|||0.0||absent_external|new hire
K|DPP Model|1324.8|1324|Supply Chain Managers|Information and Data Literacy skills|||0.0||absent_external|new hire
K|DPP Model|1324.3|1324|logistics and distribution manager|Information and Data Literacy skills|||0.0||absent_external|new hire
K|DPP Model|1321.2.1|1321|industrial production manager|Information and Data Literacy skills|||0.0||absent_external|new hire
K|DPP Model|1321.2.2|1321|industrial quality manager|Information and Data Literacy skills|||0.0||absent_external|new hire
K|DPP Model|1321.2.3|1321|operations manager|Information and Data Literacy skills|||0.0||absent_external|new hire
K|DPP Model|2521.1|2521|database administrator|Information and Data Literacy skills|||0.0||absent_external|new hire
K|DPP Model|2521.2|2521|database designer|Information and Data Literacy skills|||0.0||absent_external|new hire
K|DPP Model|2521.3|2521|database developer|Information and Data Literacy skills|||0.0||absent_external|new hire
K|DPP Model|2521.4|2521|database integrator|Information and Data Literacy skills|||0.0||absent_external|new hire
K|DPP Model|2521.5|2521|data warehouse designer|Information and Data Literacy skills|||0.0||absent_external|new hire
K|DPP Model|2144.1.3|2144|automotive engineer|Information and Data Literacy skills|||0.0||absent_external|new hire
K|DPP Model|2144.1.5|2144|engine designer|Information and Data Literacy skills|||0.0||absent_external|new hire
K|DPP Model|2144.1.11|2144|mechatronics engineer|Information and Data Literacy skills|||0.0||absent_external|new hire
K|DPP Model|2144.1.22|2144|tooling engineer|Information and Data Literacy skills|||0.0||absent_external|new hire
K|DPP Model|2144.1.23|2144|welding engineer|Information and Data Literacy skills|||0.0||absent_external|new hire
K|DPP Model|2141.3|2141|homologation engineer|Information and Data Literacy skills|||0.0||absent_external|new hire
K|DPP Model|2141.4|2141|industrial engineer|Information and Data Literacy skills|||0.0||absent_external|new hire
K|DPP Model|2141.10|2141|process engineer|Information and Data Literacy skills|||0.0||absent_external|new hire
K|DPP Model|2152.1|2152|Electronics Engineers|Information and Data Literacy skills|||0.0||absent_external|new hire
K|DPP Model|3119.2|3119|automation engineering technician|Information and Data Literacy skills|||0.0||absent_external|new hire
K|DPP Model|3119.8|3119|industrial engineering technician|Information and Data Literacy skills|||0.0||absent_external|new hire
K|DPP Model|3119.14|3119|process engineering technician|Information and Data Literacy skills|||0.0||absent_external|new hire
K|DPP Model|3119.15|3119|product development engineering technician|Information and Data Literacy skills|||0.0||absent_external|new hire
K|DPP Model|3119.16|3119|quality engineering technician|Information and Data Literacy skills|||0.0||absent_external|new hire
K|DPP Model|3122.3.5|3122|motor vehicle assembly supervisor|Information and Data Literacy skills|||0.0||absent_external|new hire
K|DPP Model|3122.4.5|3122|electronics production supervisor|Information and Data Literacy skills|||0.0||absent_external|new hire
K|DPP Model|3122.4.8|3122|machine operator supervisor|Information and Data Literacy skills|||0.0||absent_external|new hire
K|DPP Model|3122.4.14|3122|precision mechanics supervisor|Information and Data Literacy skills|||0.0||absent_external|new hire
K|DPP Model|9333.3|9333|Materials Handlers|Information and Data Literacy skills|||0.0||absent_external|new hire
K|DPP Model|9333.8|9333|warehouse worker|Information and Data Literacy skills|||0.0||absent_external|new hire
K|DPP Model|7223.4|7223|computer numerical control machine operator|Information and Data Literacy skills|||0.0||absent_external|new hire
K|DPP Model|7223.5|7223|drilling machine operator|Information and Data Literacy skills|||0.0||absent_external|new hire
K|DPP Model|7223.6|7223|drill press operator|Information and Data Literacy skills|||0.0||absent_external|new hire
K|DPP Model|7223.7|7223|fitter and turner|Information and Data Literacy skills|||0.0||absent_external|new hire
K|DPP Model|7223.9|7223|heat treatment furnace operator|Information and Data Literacy skills|||0.0||absent_external|new hire
K|DPP Model|7223.19|7223|screw machine operator|Information and Data Literacy skills|||0.0||absent_external|new hire
K|DPP Model|8189.2|8189|slitter operator|Information and Data Literacy skills|||0.0||absent_external|new hire
K|DPP Model|7212.1|7212|brazier|Information and Data Literacy skills|||0.0||absent_external|new hire
K|DPP Model|7212.2|7212|solderer|Information and Data Literacy skills|||0.0||absent_external|new hire
K|DPP Model|7212.3|7212|welder|Information and Data Literacy skills|||0.0||absent_external|new hire
K|DPP Model|7212.4|7212|welding coordinator|Information and Data Literacy skills|||0.0||absent_external|new hire
K|DPP Model|7224.1|7224|Metal Polishers|Information and Data Literacy skills|||0.0||absent_external|new hire
K|DPP Model|7224.2|7224|tool grinder|Information and Data Literacy skills|||0.0||absent_external|new hire
K|DPP Model|7421.8|7421|vehicle electronics installer|Information and Data Literacy skills|||0.0||absent_external|new hire
K|DPP Model|8212.3.5|8212|printed circuit board assembler|Information and Data Literacy skills|||0.0||absent_external|new hire
K|DPP Model|8212.3.6|8212|semiconductor processor|Information and Data Literacy skills|||0.0||absent_external|new hire
K|DPP Model|4322.1|4322|machinery assembly coordinator|Information and Data Literacy skills|||0.0||absent_external|new hire
K|DPP Model|1324.8|1324|Supply Chain Managers|Digital Content Creation skills|||0.0||absent_external|new hire
K|DPP Model|1324.3|1324|logistics and distribution manager|Digital Content Creation skills|||0.0||absent_external|new hire
K|DPP Model|1321.2.1|1321|industrial production manager|Digital Content Creation skills|||0.0||absent_external|new hire
K|DPP Model|1321.2.2|1321|industrial quality manager|Digital Content Creation skills|||0.0||absent_external|new hire
K|DPP Model|1321.2.3|1321|operations manager|Digital Content Creation skills|||0.0||absent_external|new hire
K|DPP Model|2521.1|2521|database administrator|Digital Content Creation skills|||0.0||absent_external|new hire
K|DPP Model|2521.2|2521|database designer|Digital Content Creation skills|||0.0||absent_external|new hire
K|DPP Model|2521.3|2521|database developer|Digital Content Creation skills|||0.0||absent_external|new hire
K|DPP Model|2521.4|2521|database integrator|Digital Content Creation skills|||0.0||absent_external|new hire
K|DPP Model|2521.5|2521|data warehouse designer|Digital Content Creation skills|||0.0||absent_external|new hire
K|DPP Model|2144.1.3|2144|automotive engineer|Digital Content Creation skills|||0.0||absent_external|new hire
K|DPP Model|2144.1.5|2144|engine designer|Digital Content Creation skills|||0.0||absent_external|new hire
K|DPP Model|2144.1.11|2144|mechatronics engineer|Digital Content Creation skills|||0.0||absent_external|new hire
K|DPP Model|2144.1.22|2144|tooling engineer|Digital Content Creation skills|||0.0||absent_external|new hire
K|DPP Model|2144.1.23|2144|welding engineer|Digital Content Creation skills|||0.0||absent_external|new hire
K|DPP Model|2141.3|2141|homologation engineer|Digital Content Creation skills|||0.0||absent_external|new hire
K|DPP Model|2141.4|2141|industrial engineer|Digital Content Creation skills|||0.0||absent_external|new hire
K|DPP Model|2141.10|2141|process engineer|Digital Content Creation skills|||0.0||absent_external|new hire
K|DPP Model|2152.1|2152|Electronics Engineers|Digital Content Creation skills|||0.0||absent_external|new hire
K|DPP Model|3119.2|3119|automation engineering technician|Digital Content Creation skills|||0.0||absent_external|new hire
K|DPP Model|3119.8|3119|industrial engineering technician|Digital Content Creation skills|||0.0||absent_external|new hire
K|DPP Model|3119.14|3119|process engineering technician|Digital Content Creation skills|||0.0||absent_external|new hire
K|DPP Model|3119.15|3119|product development engineering technician|Digital Content Creation skills|||0.0||absent_external|new hire
K|DPP Model|3119.16|3119|quality engineering technician|Digital Content Creation skills|||0.0||absent_external|new hire
K|DPP Model|3122.3.5|3122|motor vehicle assembly supervisor|Digital Content Creation skills|||0.0||absent_external|new hire
K|DPP Model|3122.4.5|3122|electronics production supervisor|Digital Content Creation skills|||0.0||absent_external|new hire
K|DPP Model|3122.4.8|3122|machine operator supervisor|Digital Content Creation skills|||0.0||absent_external|new hire
K|DPP Model|3122.4.14|3122|precision mechanics supervisor|Digital Content Creation skills|||0.0||absent_external|new hire
K|DPP Model|9333.3|9333|Materials Handlers|Digital Content Creation skills|||0.0||absent_external|new hire
K|DPP Model|9333.8|9333|warehouse worker|Digital Content Creation skills|||0.0||absent_external|new hire
